Tm,Win,Pos,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
DAL,40,2,8.7,17.6,0.494318182,4.5,10,0.45,4.3,7.7,0.558441558,0.622159091,2.5,3.1,0.806451613,0.9,3.7,4.6,3.9,1.2,0.3,2,3.5,24.5,124,114
GSW,15,1,11.4,28.2,0.404255319,4.1,16.9,0.24260355,7.2,11.4,0.631578947,0.476950355,9,9,1,1.4,7.6,9,11.4,1.7,0.7,5.5,3.8,35.8,109,113
LAL,50,2,6.5,16.5,0.393939394,4.2,11.7,0.358974359,2.3,4.8,0.479166667,0.521212121,1,1.7,0.588235294,1.3,3.5,4.8,1.5,0.8,0.3,0.9,3.1,18.2,108,111
DEN,43,2,4.9,14.8,0.331081081,2.5,9.9,0.252525253,2.5,4.9,0.510204082,0.415540541,0,0,0,0,4.9,4.9,2.5,2.5,0,0,7.4,12.3,95,110
LAL,50,4,12.6,24.8,0.508064516,1.7,4.9,0.346938776,10.9,19.9,0.547738693,0.54233871,10,11.7,0.854700855,3.1,9.8,12.9,4.3,2,3.3,3.4,3.5,36.8,121,101
UTA,42,5,2.5,6.2,0.403225806,0,0,0,2.5,6.2,0.403225806,0.403225806,0.9,2,0.45,5.3,12,17.3,1.5,1.8,1.6,2.4,10,6,98,104
TOR,46,2,7.9,17,0.464705882,3.9,9.7,0.402061856,4,7.4,0.540540541,0.579411765,2,2.3,0.869565217,2,7.5,9.5,4.6,1.4,0.5,2.8,4.5,21.6,113,106
SAC,28,5,6.2,15.4,0.402597403,1.3,6.4,0.203125,5,9,0.555555556,0.444805195,2.1,2.5,0.84,4.1,10.9,15,1.4,1.4,2.3,4.2,8.4,15.8,89,108
ATL,20,5,6.6,16.8,0.392857143,1.6,7.2,0.222222222,5,9.6,0.520833333,0.44047619,1.4,1.6,0.875,2.8,13.6,16.4,1.4,2,3,2,8,16.2,94,107
CLE,19,1,3.7,10.4,0.355769231,1.2,5.4,0.222222222,2.4,5,0.48,0.413461538,1.9,2.2,0.863636364,1.1,3.4,4.4,10.7,1.2,0.1,3.5,4.6,10.5,103,118
SAS,27,3,11.6,21.8,0.532110092,0.2,0.7,0.285714286,11.4,21.2,0.537735849,0.536697248,7.8,9.2,0.847826087,0.9,7,7.9,7.9,1.4,0.3,3.4,3.8,31.1,118,115
PHO,26,5,9,13.9,0.647482014,0.1,0.2,0.5,8.9,13.7,0.649635036,0.651079137,3.2,3.7,0.864864865,2.8,10,12.9,2.2,1,1.2,3,5.5,21.4,119,111
OKC,40,3,6.9,15.2,0.453947368,0.6,2.5,0.24,6.3,12.7,0.496062992,0.473684211,2,3.1,0.64516129,2.1,6.4,8.5,1.6,2,0.5,2.6,5.8,16.4,94,109
MIN,19,5,7.4,16.5,0.448484848,2.7,7.2,0.375,4.7,9.4,0.5,0.53030303,2.8,3.5,0.8,4.4,10.9,15.3,3.5,2.2,2.5,2.6,5.3,20.3,113,107
MEM,32,5,6.8,13.2,0.515151515,1,4.4,0.227272727,5.8,8.8,0.659090909,0.553030303,2.8,4.8,0.583333333,2.8,13.2,16,2.6,2.2,2.8,2.2,4.6,17.4,110,104
BRK,30,2,10.1,24.3,0.41563786,2.9,9.5,0.305263158,7.2,14.8,0.486486486,0.475308642,8.3,10.6,0.783018868,0.8,4.5,5.3,10.3,1,0.5,4.1,4.3,31.4,111,112
MIL,53,2,7,15.1,0.463576159,2.6,7.4,0.351351351,4.4,7.7,0.571428571,0.549668874,2,2.6,0.769230769,2,7.7,9.7,4.6,2.6,0.6,2.4,3.3,18.6,112,100
DAL,40,1,13.7,29.9,0.45819398,4.1,13.1,0.312977099,9.6,16.8,0.571428571,0.526755853,9.8,13.1,0.748091603,1.9,11.7,13.5,12.6,1.6,0.3,6.2,3.7,41.4,115,109
OKC,40,2,4.9,12,0.408333333,1.7,5.7,0.298245614,3.2,6.3,0.507936508,0.479166667,2,2.6,0.769230769,1.2,2.9,4.2,1.6,1.8,0.1,1.2,5.9,13.5,104,112
NYK,21,2,7,16.9,0.414201183,3.4,9.5,0.357894737,3.6,7.4,0.486486486,0.514792899,1.3,1.9,0.684210526,0.6,4.7,5.3,3.3,1.3,0.2,1.2,2.6,18.7,109,116
DET,20,3,6,15.4,0.38961039,1.8,6.4,0.28125,4.2,9,0.466666667,0.448051948,2,3,0.666666667,1.3,6.4,7.7,1.2,1.3,0.5,2.3,5.2,15.9,90,114
DEN,43,1,7.7,20.1,0.383084577,1.4,6.3,0.222222222,6.3,13.8,0.456521739,0.417910448,1.4,2.2,0.636363636,1.2,5.1,6.3,6.5,1.4,1,2.4,6.3,18.2,94,111
MIA,41,1,9.2,21.1,0.436018957,3.7,9.9,0.373737374,5.5,11.1,0.495495495,0.523696682,5.6,7.3,0.767123288,0.8,4.5,5.3,8.7,1,0.3,4.2,3.5,27.7,110,113
DET,20,5,10.7,20.2,0.52970297,0,0.6,0,10.7,19.6,0.545918367,0.52970297,4.4,7.6,0.578947368,6.7,16.3,23,4.1,2.9,2.4,5.2,5.2,25.9,104,102
CLE,19,5,12.5,22.7,0.550660793,0.9,3,0.3,11.7,19.7,0.593908629,0.570484581,4.3,8.4,0.511904762,5.2,14.1,19.2,3,2.6,2.4,6.3,5.4,30.3,100,107
LAL,50,3,3.1,7.6,0.407894737,2.4,5.2,0.461538462,0.6,2.4,0.25,0.565789474,0.3,0.3,1,0.8,5.8,6.6,2.9,1.8,0.5,0.9,5.5,8.9,118,107
CHI,22,1,5.8,13,0.446153846,1.1,4.3,0.255813953,4.7,8.7,0.540229885,0.488461538,1.5,2,0.75,0.9,6.2,7.1,6.6,3.8,0.6,2.6,6,14.2,104,106
BOS,43,2,5.7,17.3,0.329479769,3.2,10.4,0.307692308,2.4,6.9,0.347826087,0.421965318,1.7,2,0.85,0.9,5.7,6.6,3.4,1.5,0.5,2.3,5,16.2,92,109
BRK,30,4,3.2,22.1,0.14479638,0,12.6,0,3.2,9.5,0.336842105,0.14479638,0,0,0,6.3,12.6,19,3.2,0,0,0,3.2,6.3,60,110
NYK,21,2,5.3,15.2,0.348684211,4.4,12.5,0.352,1,2.7,0.37037037,0.493421053,1,1.1,0.909090909,0.3,5.3,5.7,3.8,1.1,0.3,1.6,3.6,16,105,116
PHI,39,5,12.4,25.8,0.480620155,2,5.9,0.338983051,10.3,19.9,0.51758794,0.519379845,11.4,14,0.814285714,4.7,14.6,19.3,5,1.4,2.2,5,5.5,38.2,115,104
PHI,39,3,6.3,14.1,0.446808511,2.3,6.6,0.348484848,3.9,7.5,0.52,0.528368794,3,3.8,0.789473684,3,6.4,9.4,2.6,1.4,0.9,1.9,5.3,17.8,114,109
ORL,30,3,4.8,11.3,0.424778761,1.8,5.5,0.327272727,3.1,5.8,0.534482759,0.504424779,2.9,3.4,0.852941176,2.1,6.3,8.4,2.4,1.1,1,2.1,4.2,14.4,109,111
SAS,27,4,8,10.5,0.761904762,0.4,0.4,1,7.6,10.2,0.745098039,0.780952381,2.9,4,0.725,2.9,9.8,12.7,1.8,0.7,2.2,3.6,7.6,19.3,123,112
GSW,15,2,5.2,15.4,0.337662338,1.5,4.4,0.340909091,3.7,11,0.336363636,0.386363636,2.9,3.4,0.852941176,1,3.7,4.7,3.6,1.3,1.4,2.9,4.7,14.8,86,116
MIN,19,2,0,11.6,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
UTA,42,2,5.9,13.5,0.437037037,1.2,3.5,0.342857143,4.7,10,0.47,0.481481481,1.2,1.2,1,1.8,5.3,7,4.1,0.6,1.2,5.9,4.7,14.1,83,112
CLE,19,2,5.6,11.6,0.482758621,1.6,4.5,0.355555556,4,7.1,0.563380282,0.551724138,3.6,5,0.72,1.1,5.6,6.7,4,1.5,0.7,2.5,3.6,16.3,112,116
BOS,43,5,18.1,24.2,0.747933884,0,0,0,18.1,24.2,0.747933884,0.747933884,2,6,0.333333333,0,22.1,22.1,0,0,4,6,10.1,38.3,98,98
NOP,28,5,7.9,12.8,0.6171875,0,0.3,0,7.9,12.5,0.632,0.6171875,1.5,2.7,0.555555556,6.2,12.6,18.7,3.2,1.1,1.8,2.2,4.2,17.4,126,108
CHI,22,4,4.2,6.7,0.626865672,0,0.2,0,4.2,6.5,0.646153846,0.626865672,2.2,2.9,0.75862069,6.9,5.9,12.7,2,1.2,0.2,2.2,4.2,10.7,130,112
OKC,40,3,3.1,8.3,0.373493976,1.9,6.5,0.292307692,1.2,1.9,0.631578947,0.487951807,0.6,0.8,0.75,1,2.1,3,1.9,1.1,0.7,1.2,6,8.7,99,114
ATL,20,5,6.7,13,0.515384615,0.3,2.4,0.125,6.4,10.6,0.603773585,0.526923077,1.9,3.3,0.575757576,4.4,8.6,12.9,3.2,1.2,1.1,2.7,7,15.7,107,114
SAC,28,1,6.7,17,0.394117647,1.9,6.9,0.275362319,4.8,10.1,0.475247525,0.45,3.2,3.7,0.864864865,0.6,4.2,4.8,5.9,1.4,0.4,2.5,3.1,18.6,103,114
DAL,40,4,5.4,11.6,0.465517241,2.5,6.8,0.367647059,2.9,4.8,0.604166667,0.573275862,1.8,2.4,0.75,3.2,5.7,8.9,2.6,1.1,0.9,1.7,4,15.1,121,112
SAS,27,2,7.4,17.6,0.420454545,4.5,11.6,0.387931034,2.9,6.1,0.475409836,0.548295455,2.3,2.7,0.851851852,0.4,3.5,3.8,3.3,1,0,1.7,3.4,21.5,109,118
ORL,30,2,10.4,22,0.472727273,4.2,10.3,0.40776699,6.2,11.8,0.525423729,0.568181818,4.2,5.1,0.823529412,0.4,3.5,3.9,4.9,1.7,0.4,3,3.7,29.2,113,112
SAC,28,1,11.5,24.1,0.477178423,1.6,5.3,0.301886792,9.9,18.8,0.526595745,0.510373444,7.3,10.3,0.708737864,1.1,5,6.1,10.3,2.2,0.8,4.8,4.4,31.9,110,111
ORL,30,2,5.3,15.1,0.350993377,3.5,6.2,0.564516129,1.8,8.9,0.202247191,0.466887417,1.8,3.5,0.514285714,0.9,3.5,4.4,0.9,4.4,1.8,2.7,7.1,16,86,104
HOU,40,2,2.8,7.7,0.363636364,1.4,5.6,0.25,1.4,2.1,0.666666667,0.454545455,2.8,4.2,0.666666667,0.7,1.4,2.1,0.7,1.4,0,1.4,9.1,9.8,99,115
DET,20,1,4.7,13,0.361538462,1.4,4.2,0.333333333,3.3,8.9,0.370786517,0.415384615,2.6,3.3,0.787878788,1.2,3.3,4.6,12.9,1.9,0.6,5,5.8,13.4,99,114
ORL,30,1,8.6,18.2,0.472527473,0.8,3.1,0.258064516,7.8,15.1,0.516556291,0.494505495,2.7,3.8,0.710526316,1,4.8,5.7,9.1,2.2,0.3,3.5,3.5,20.8,105,110
SAC,28,4,4.8,13.6,0.352941176,0.8,6.4,0.125,4,7.2,0.555555556,0.382352941,4.8,8,0.6,3.2,4.8,8,2.4,2.4,1.6,4,5.6,15.2,87,110
POR,29,4,4.5,9.3,0.483870968,1.6,3.8,0.421052632,2.9,5.4,0.537037037,0.569892473,2.6,3.2,0.8125,4.5,7,11.5,1.6,2.2,1.3,3.5,9,13.1,109,112
CHI,22,5,7.4,10.6,0.698113208,0,0,0,7.4,10.6,0.698113208,0.698113208,2.5,4.7,0.531914894,4.1,4.3,8.4,1.7,1,4.4,2.3,7.8,17.4,124,109
OKC,40,4,9.5,21.6,0.439814815,4.8,11.7,0.41025641,4.8,10,0.48,0.550925926,6.8,7.6,0.894736842,0.9,7.8,8.7,3.2,1.1,0.1,2,1.9,30.5,120,111
DET,20,2,6.8,15.7,0.433121019,3.8,9.6,0.395833333,3,6.1,0.491803279,0.554140127,2.1,2.5,0.84,1,3.4,4.3,2.9,1.4,0.3,1.2,2.8,19.6,118,116
CLE,19,1,7.5,18.6,0.403225806,2.8,7.9,0.35443038,4.7,10.7,0.439252336,0.478494624,1.7,1.9,0.894736842,0.7,2.2,3,6.1,1.1,0.1,4,2.5,19.4,96,119
TOR,46,5,4.8,11.4,0.421052632,2.4,6.1,0.393442623,2.4,5.4,0.444444444,0.526315789,1.3,1.8,0.722222222,1.4,9.7,11.1,5.9,1.3,1.6,2.1,5,13.3,112,104
SAS,27,4,8.4,18.9,0.444444444,2.2,6.9,0.31884058,6.2,11.9,0.521008403,0.502645503,3.6,4.1,0.87804878,2.1,10,12.1,3.7,0.9,1.1,2.9,3.3,22.6,105,113
LAC,44,3,11.4,26,0.438461538,5.4,13.1,0.41221374,6,13,0.461538462,0.542307692,6.3,7.2,0.875,0.8,8.3,9.2,6.1,2.3,0.7,4.3,3.9,34.5,112,105
NYK,21,5,7.9,13.6,0.580882353,0.2,0.7,0.285714286,7.7,12.9,0.596899225,0.588235294,1.9,2.7,0.703703704,5.3,7.4,12.7,2.5,1.3,1.4,2.2,5.8,18,121,113
SAC,28,4,9.8,17.5,0.56,0,0,0,9.8,17.5,0.56,0.56,2.8,3.6,0.777777778,2.8,10.6,13.4,4.2,1.8,1.2,2.9,8.4,22.3,112,109
OKC,40,2,9.7,20.5,0.473170732,1.7,4.9,0.346938776,8,15.6,0.512820513,0.514634146,5.6,7,0.8,1,7.4,8.4,4.6,1.6,1,2.6,2.4,26.8,112,109
UTA,42,5,8,11.5,0.695652174,0,0,0,8,11.5,0.695652174,0.695652174,5.1,8.3,0.614457831,4.8,14.5,19.2,2.1,1.1,2.9,2.7,4.5,21.2,130,103
ATL,20,1,8.2,20.6,0.398058252,2.8,9.4,0.29787234,5.4,11.2,0.482142857,0.466019417,3,3.3,0.909090909,1.2,6.6,7.8,5.5,1.3,0.4,3.1,4.7,22.3,101,116
ORL,30,4,7.9,18.4,0.429347826,1.7,5.7,0.298245614,6.2,12.7,0.488188976,0.475543478,3.6,5.3,0.679245283,2.6,8.8,11.4,5.5,1.3,0.9,2.4,2.9,21.2,107,110
HOU,40,2,7.7,20.9,0.368421053,4.4,13.8,0.31884058,3.3,7.2,0.458333333,0.473684211,3.7,4.9,0.755102041,0.4,2.7,3.1,2.5,1.1,0.6,1.7,3.2,23.6,103,115
CHO,23,1,8.3,21.8,0.380733945,4.9,13.3,0.368421053,3.4,8.6,0.395348837,0.493119266,4.3,5.3,0.811320755,1,3.9,4.8,10.7,1.4,0.3,4.1,2.6,25.9,109,116
MIN,19,2,4.3,12.3,0.349593496,1.4,5.8,0.24137931,2.9,6.4,0.453125,0.406504065,1.9,2.6,0.730769231,2,5,7,2.1,1.2,0.1,1.3,4.6,12,97,116
ATL,20,2,4.4,11.7,0.376068376,2.3,6.5,0.353846154,2.1,5.3,0.396226415,0.474358974,1.6,3.3,0.484848485,3.9,4.9,8.8,2.6,1.2,0.7,1.8,6.3,12.6,104,117
DEN,43,4,7.8,16.6,0.469879518,2.6,6.5,0.4,5.2,10.1,0.514851485,0.548192771,3.8,5.1,0.745098039,1.6,5,6.6,2.3,1.3,1.5,1.7,4.2,22.1,116,111
NOP,28,1,2,4,0.5,0,0,0,2,4,0.5,0.5,0,0,0,2,2,4,4,0,0,10,2,4,47,119
LAL,50,2,5.4,13.2,0.409090909,3.5,9.4,0.372340426,2,3.8,0.526315789,0.541666667,1,1.4,0.714285714,1.4,5,6.3,2.6,2.3,0.9,1.8,4,15.3,108,106
GSW,15,4,4.8,12.4,0.387096774,1.4,5.1,0.274509804,3.4,7.3,0.465753425,0.443548387,2.5,3.3,0.757575758,0.9,9.5,10.4,10.4,2.3,1.3,3.8,4.3,13.5,100,110
LAC,44,4,5.3,12.6,0.420634921,3.2,8.5,0.376470588,2.1,4.1,0.512195122,0.547619048,1.3,1.8,0.722222222,3,11.3,14.3,1.8,1,0.8,1.9,6.2,15,111,106
BOS,43,3,5.7,11.4,0.5,0.7,2.7,0.259259259,5,8.8,0.568181818,0.530701754,2.7,4.2,0.642857143,2.1,7.2,9.3,2.7,2.7,0.8,2.1,4.3,14.8,110,105
UTA,42,4,6.6,17.2,0.38372093,3,9.2,0.326086957,3.6,8,0.45,0.470930233,4.3,5.6,0.767857143,1.2,5.9,7.1,1.8,1.1,0.9,2.4,4.1,20.5,101,111
HOU,40,4,9.4,15.7,0.598726115,3.1,8,0.3875,6.3,7.8,0.807692308,0.697452229,1.9,2.3,0.826086957,1.9,5,6.9,2.7,2.1,1.3,1.9,5,23.9,133,110
DET,20,4,8.5,24,0.354166667,2.6,10.7,0.242990654,5.9,13.4,0.440298507,0.408333333,7.3,9.4,0.776595745,1.6,6.4,8.1,5.7,0.7,0.7,3.8,2.6,26.8,97,115
MEM,32,2,6,15.1,0.397350993,2.5,7.9,0.316455696,3.5,7.2,0.486111111,0.48013245,2.3,2.5,0.92,1.4,5.6,7,4.4,1.2,0.8,3.5,3.3,16.7,97,113
SAC,28,2,12.2,24.4,0.5,0,12.2,0,12.2,12.2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,24.4,98,120
WAS,24,4,8.5,17.6,0.482954545,0.7,2.7,0.259259259,7.7,14.9,0.516778523,0.502840909,3.6,4.3,0.837209302,2.5,7.1,9.6,2.7,1.3,0.3,1.7,3.4,21.3,111,117
OKC,40,2,2.4,12.2,0.196721311,0,4.9,0,2.4,7.3,0.328767123,0.196721311,7.3,9.7,0.75257732,0,2.4,2.4,7.3,0,0,2.4,2.4,12.2,86,117
DET,20,4,1,4.1,0.243902439,0,0,0,1,4.1,0.243902439,0.243902439,4.1,6.1,0.672131148,6.1,9.2,15.4,2,1,1,2,9.2,6.1,111,112
MEM,32,2,14.4,32.3,0.445820433,7.2,10.8,0.666666667,7.2,21.6,0.333333333,0.557275542,7.2,7.2,1,0,3.6,3.6,0,0,0,0,3.6,43.1,120,118
DAL,40,2,9.2,20.9,0.440191388,4.9,12.1,0.404958678,4.2,8.9,0.471910112,0.557416268,3.3,4.1,0.804878049,0.6,4.7,5.3,3.3,1,0.1,1.7,2.8,26.6,116,114
HOU,40,2,12.5,28.6,0.437062937,5.6,15.8,0.35443038,7,12.8,0.546875,0.534965035,12.9,15,0.86,1.3,6.8,8.1,9.3,2.2,1.1,5.6,4.3,43.6,120,109
LAC,44,3,4.6,9,0.511111111,1.1,3,0.366666667,3.5,5.9,0.593220339,0.572222222,1,1.7,0.588235294,1.9,6.3,8.3,2,2,1.2,1.9,5,11.4,109,106
NYK,21,3,5.1,11.2,0.455357143,1.2,4.3,0.279069767,3.9,7,0.557142857,0.508928571,2.6,4.1,0.634146341,1.4,5.4,6.8,3.4,1.5,0.5,1.2,4.8,14,114,114
PHO,26,1,5.9,23.7,0.248945148,0,11.8,0,5.9,11.8,0.5,0.248945148,0,0,0,0,0,0,0,0,0,0,0,11.8,54,120
LAC,44,5,12.7,21.9,0.579908676,0,0.5,0,12.7,21.4,0.593457944,0.579908676,6.2,9.5,0.652631579,4.4,7.6,12,2.9,1.1,1.9,2.9,3.9,31.6,119,107
DEN,43,2,6,14.4,0.416666667,1.9,5.8,0.327586207,4.1,8.6,0.476744186,0.482638889,2.1,2.6,0.807692308,0.7,3.8,4.5,3.3,2.1,0.4,1.7,3.2,16.1,105,111
BRK,30,3,8.1,17.2,0.470930233,3.7,9,0.411111111,4.4,8.2,0.536585366,0.578488372,1.5,2,0.75,1.4,5.2,6.6,3.2,0.9,0.4,2.3,3.4,21.4,112,112
PHI,39,4,10.8,22.9,0.471615721,2.6,7,0.371428571,8.2,15.8,0.518987342,0.528384279,3.3,4.1,0.804878049,1.2,8.3,9.5,4.4,1.1,0.8,2.1,3.2,27.5,112,110
CHI,22,3,7.7,16.4,0.469512195,1.6,4.2,0.380952381,6.1,12.2,0.5,0.518292683,3.9,5,0.78,2.2,6.4,8.6,4.9,3.4,1.9,1.9,5.5,20.8,116,105
NOP,28,3,5.9,14.1,0.418439716,3.3,9.5,0.347368421,2.7,4.6,0.586956522,0.535460993,2,2.7,0.740740741,1.6,9.3,10.9,2.7,1.7,0.6,1.9,4.3,17.1,109,110
HOU,40,5,7.7,11.7,0.658119658,0,0.9,0,7.7,10.8,0.712962963,0.658119658,3.3,4.9,0.673469388,5.1,10.6,15.7,3.1,1.6,2.1,2.8,7.2,18.7,128,107
MIA,41,4,2.3,14,0.164285714,0,4.7,0,2.3,9.3,0.247311828,0.164285714,7,9.3,0.752688172,0,18.6,18.6,2.3,0,0,0,7,11.6,79,108
NOP,28,5,7.5,11.3,0.663716814,0,0.2,0,7.4,11.1,0.666666667,0.663716814,5.2,8.2,0.634146341,4.2,6.9,11.1,2.5,1.1,2.5,2.1,6.8,20.1,130,110
BOS,43,3,9.8,19.5,0.502564103,2.3,6,0.383333333,7.5,13.5,0.555555556,0.561538462,3.1,3.6,0.861111111,1.5,8.1,9.5,6,1.1,0.7,2.6,2.6,25,118,108
CLE,19,4,7.2,14.2,0.507042254,0.7,3.7,0.189189189,6.5,10.5,0.619047619,0.531690141,2,3.9,0.512820513,3.8,9.7,13.5,5.1,1.9,3.8,2.5,6.5,17.1,112,109
DET,20,4,8.9,13.3,0.669172932,0.5,1.3,0.384615385,8.4,12,0.7,0.687969925,1.6,3.4,0.470588235,3.7,8.9,12.6,2.9,2.1,2.6,3.9,6,19.9,112,108
TOR,46,5,4.3,21.7,0.198156682,0,4.3,0,4.3,17.3,0.248554913,0.198156682,8.7,8.7,1,8.7,21.7,30.3,0,4.3,0,4.3,26,17.3,80,89
DEN,43,4,4.4,12.9,0.341085271,1.8,7,0.257142857,2.7,5.8,0.465517241,0.410852713,1.9,2.9,0.655172414,2.8,8.3,11.1,2.6,0.6,0.6,2.1,3.4,12.5,95,112
MIN,19,4,7,15.5,0.451612903,3.3,7.8,0.423076923,3.7,7.7,0.480519481,0.558064516,3.2,5.2,0.615384615,2.1,9.4,11.5,2,1.6,0.5,1.6,4,20.4,114,112
CHO,23,5,9.9,18.6,0.532258065,0.7,2.9,0.24137931,9.2,15.6,0.58974359,0.551075269,4.9,7.9,0.620253165,5.7,12.2,17.9,3.9,1.3,0.9,4,4.3,25.4,110,110
MIA,41,2,8.4,20.3,0.413793103,3.8,9.7,0.391752577,4.6,10.6,0.433962264,0.507389163,2.5,3,0.833333333,0.5,6.7,7.2,3.5,1.1,0.3,2.7,2.3,23,100,112
OKC,40,4,2.6,28.2,0.092198582,0,20.5,0,2.6,7.7,0.337662338,0.092198582,0,0,0,0,5.1,5.1,2.6,0,0,0,2.6,5.1,26,115
POR,29,4,5,11.7,0.427350427,1.3,4,0.325,3.7,7.7,0.480519481,0.482905983,2.7,3.3,0.818181818,1.6,8.4,10,2.7,1.9,0.5,2.4,5.8,14.1,104,113
SAC,28,2,10.8,25.4,0.42519685,5.8,14.8,0.391891892,5,10.6,0.471698113,0.539370079,2.7,3.2,0.84375,1.3,6,7.3,4.7,1.4,0.4,3.6,3.6,30.1,106,113
MIL,53,1,7.3,13.8,0.528985507,3,6.2,0.483870968,4.3,7.6,0.565789474,0.637681159,2.9,3.5,0.828571429,1.9,4.5,6.4,6.3,1.7,0.2,2.1,3.1,20.4,131,105
MEM,32,3,5,12.1,0.41322314,2.9,7.6,0.381578947,2.1,4.5,0.466666667,0.533057851,1.3,2,0.65,1.2,6.2,7.5,4.9,1.6,0.4,2.1,3.8,14.2,109,112
MIA,41,3,2.1,7.9,0.265822785,1.6,4.7,0.340425532,0.5,3.2,0.15625,0.367088608,2.1,2.1,1,1.6,3.7,5.3,2.1,2.6,2.6,3.7,3.2,7.9,79,107
POR,29,3,6.9,14.8,0.466216216,0,1.4,0,6.9,13.4,0.514925373,0.466216216,3.7,6,0.616666667,6.5,8.3,14.8,1.9,2.3,0,1.9,5.6,17.6,113,112
IND,39,1,7.2,17.6,0.409090909,2.8,7.1,0.394366197,4.4,10.4,0.423076923,0.488636364,2.3,2.7,0.851851852,0.7,4,4.8,7,1.6,0.5,2.6,3.6,19.5,105,111
NOP,28,2,10.1,22.3,0.452914798,2.7,7.7,0.350649351,7.3,14.6,0.5,0.513452915,2.8,4,0.7,1.7,4.8,6.5,9,2.2,1,3.9,3.1,25.7,108,111
IND,39,2,5.6,13,0.430769231,3.6,8.6,0.418604651,2,4.4,0.454545455,0.569230769,1.4,1.8,0.777777778,0.9,5.2,6.1,2.6,2.3,1.2,1.2,3.6,16.3,115,108
TOR,46,3,6.6,14.1,0.468085106,0.1,0.8,0.125,6.5,13.3,0.488721805,0.471631206,4.5,6.1,0.737704918,4.9,7.3,12.2,4.3,2.1,1,2.3,5,17.8,115,104
SAC,28,5,9,13.8,0.652173913,0,0,0,9,13.8,0.652173913,0.652173913,3.6,4.4,0.818181818,5.1,8.9,14,1.7,1.7,2.3,2.2,6.7,21.6,131,108
POR,29,3,6.7,13.2,0.507575758,2.7,5.5,0.490909091,4,7.8,0.512820513,0.609848485,1.6,2.1,0.761904762,0.8,4.8,5.5,2.5,1.3,0.3,1.5,3.5,17.7,121,117
PHI,39,5,7.6,17.2,0.441860465,2.3,6.9,0.333333333,5.3,10.3,0.514563107,0.50872093,1.5,1.9,0.789473684,2.4,8.4,10.8,6.4,1.3,1.5,1.8,3.4,19,114,108
LAL,50,2,0,9.5,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,19,9.5,0,0,0,0,92,94
HOU,40,3,5.6,12.9,0.434108527,3.1,8.4,0.369047619,2.4,4.5,0.533333333,0.554263566,1.8,2.2,0.818181818,1.5,5.1,6.5,2.1,1.7,0.8,1.3,3.2,16,116,112
LAL,50,5,7.4,10.1,0.732673267,0.1,0.2,0.5,7.3,9.9,0.737373737,0.737623762,3.5,7.2,0.486111111,6.2,11.9,18.1,1.7,1.1,3,3,8.1,18.4,125,102
HOU,40,2,0,14.3,0,0,14.3,0,0,0,0,0,0,0,0,0,7.1,7.1,3.6,0,0,3.6,3.6,0,14,115
ATL,20,2,6.7,16.1,0.416149068,3.4,8.8,0.386363636,3.3,7.3,0.452054795,0.52173913,1.4,1.7,0.823529412,0.9,5.1,6,5.6,1.4,0.7,2.3,3.7,18.1,107,116
ATL,20,3,6.5,15.8,0.411392405,2.5,7,0.357142857,4,8.8,0.454545455,0.490506329,2.5,3.3,0.757575758,1,5.6,6.6,2.6,1,0.4,2.4,4.2,18,100,117
CHI,22,3,7.3,16,0.45625,1.1,3.5,0.314285714,6.2,12.5,0.496,0.490625,4.2,7.1,0.591549296,1.6,8.2,9.9,2.4,2.5,0.6,2.5,4.3,19.9,101,108
TOR,46,5,11.1,21.5,0.51627907,2.3,5.7,0.403508772,8.8,15.7,0.560509554,0.569767442,3,4.1,0.731707317,3.6,10.7,14.3,2.5,0.8,1.5,3.5,4.9,27.5,109,104
MIA,41,2,4.6,9.5,0.484210526,1.8,4.6,0.391304348,2.9,4.8,0.604166667,0.578947368,0.4,1.4,0.285714286,1.8,7.7,9.5,5.2,1.4,2.9,3.6,5.5,11.4,100,107
MIL,53,4,6.9,14.7,0.469387755,2.4,6.3,0.380952381,4.6,8.4,0.547619048,0.551020408,3.3,4,0.825,3,11.1,14.1,2.4,1.2,0.7,1.7,4.4,19.6,119,102
UTA,42,3,5.5,12.5,0.44,3.1,7.8,0.397435897,2.5,4.7,0.531914894,0.564,1.7,2.2,0.772727273,0.6,5.8,6.4,8.3,1.5,0.2,3.2,3.5,15.9,114,110
NOP,28,4,11.3,24.3,0.465020576,3.3,8.6,0.38372093,8,15.7,0.50955414,0.532921811,6.8,8,0.85,1.2,7.3,8.4,5.6,1.3,0.9,4.2,3.9,32.6,112,112
BRK,30,1,14.3,30,0.476666667,4,10.2,0.392156863,10.3,19.8,0.52020202,0.543333333,6.8,7.4,0.918918919,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.5,119,109
ORL,30,3,7.8,16.6,0.469879518,1.6,4.7,0.340425532,6.2,11.9,0.521008403,0.518072289,2.9,3.8,0.763157895,2.9,8.6,11.5,2.2,2.6,3.9,2.4,4.1,20.2,107,103
